M1\M2;TC = 0.03 s;SEN = 0.1 V;3;4;5;6;7
0.0;-1.0;-0.5;0.0;0.5;1.0;1.5;2.0
0.4;0.02822;0.02822;0.028210000000000002;0.02825;0.02825;0.028290000000000003;0.028210000000000002
0.5888888888888889;0.02815;0.02822;0.028210000000000002;0.028260000000000004;0.028290000000000003;0.028340000000000004;0.02837
0.7777777777777779;0.02452;0.02553;0.02652;0.0275;0.02802;0.028360000000000003;0.028440000000000003
0.9666666666666668;0.01633;0.016730000000000002;0.01727;0.01794;0.018670000000000003;0.0197;0.02113
1.1555555555555557;0.00859;0.008260000000000002;0.00772;0.0070799999999999995;0.00623;0.00517;0.00395
1.3444444444444446;0.00216;0.0015700000000000002;0.0011200000000000001;0.0007300000000000001;0.0005;0.00033000000000000005;0.00026000000000000003
1.5333333333333337;0.00024000000000000003;0.00017;0.00016;0.00013000000000000002;0.00012000000000000002;7.000000000000001e-05;5e-05
1.7222222222222223;0.00012000000000000002;5e-05;5e-05;6.000000000000001e-05;7.000000000000001e-05;5e-05;6.000000000000001e-05
1.9111111111111114;7.000000000000001e-05;3.0000000000000004e-05;1e-05;5e-05;5e-05;2e-05;1e-05
2.1;2e-05;3.0000000000000004e-05;1e-05;3.0000000000000004e-05;5e-05;2e-05;5e-05
